OBJECTID_1,AreaCateg,POINT_X,POINT_Y
537,3,"511,107.346100002530000","134,960.714999999850000"
538,2,"513,037.996100001040000","134,978.271600000560000"
539,1,"516,025.935199998320000","143,216.522999998180000"
540,1,"516,294.043099999430000","143,107.103999998420000"
541,2,"512,924.778499998150000","134,786.910100001840000"
542,1,"518,857.118600003420000","144,168.881799999620000"
543,1,"511,631.827500000600000","135,509.342199999840000"
544,2,"516,258.921099998060000","140,301.712099999190000"
545,3,"512,081.058399997650000","139,811.698800001290000"
546,4,"516,197.966700002550000","145,266.078000001610000"
547,1,"516,004.757799997930000","142,853.675299998370000"
548,3,"511,102.566100001340000","134,554.960000000890000"
549,1,"513,025.812200002370000","135,259.500599998980000"
550,3,"521,184.562299996610000","145,933.117499999700000"
551,1,"512,298.468299999830000","145,527.589200001210000"
552,3,"517,614.405500002210000","145,271.976399999110000"
553,1,"516,358.414700001480000","143,216.161699999120000"
554,3,"510,301.183300003410000","135,378.532499998810000"
555,1,"512,584.957800000910000","135,034.693500000980000"
556,2,"518,590.926299996670000","142,931.887200001630000"
557,2,"519,331.020999997850000","146,034.343899998810000"
558,2,"514,732.871699996290000","135,655.609099999070000"
